1|2026100101|C001|2026-07-09 16:36:06|0|
2|2026100101|C002|2026-07-09 16:36:06|0|
3|2026100101|C003|2026-07-09 16:36:06|0|
4|2026100101|C004|2026-07-09 16:36:06|0|
5|2026100101|C005|2026-07-09 16:36:06|0|
6|2026100102|C1002|2026-07-09 16:36:06|0|
7|2026100103|C1002|2026-07-09 16:36:06|0|
8|2026100104|C1002|2026-07-09 16:36:06|0|
9|2026100102|C1003|2026-07-09 16:36:06|0|
10|2026100101|C1003|2026-07-09 16:36:06|0|
11|2026100102|C1004|2026-07-09 16:36:06|0|
12|2026100104|C1004|2026-07-09 16:36:06|0|
13|2024000002|C1004|2026-07-09 16:36:06|0|
14|2026100102|C1005|2026-07-09 16:36:06|0|
15|2026100104|C1005|2026-07-09 16:36:06|0|
16|2024000002|C1005|2026-07-09 16:36:06|0|
17|2026100101|xf02|2026-07-09 16:36:06|0|
18|2026100102|xf02|2026-07-09 16:36:06|0|
19|2026100103|xf02|2026-07-09 16:36:06|0|
20|2026100104|xf02|2026-07-09 16:36:06|0|
21|2024000002|xf02|2026-07-09 16:36:06|0|
22|2026100103|xf05|2026-07-09 16:36:06|0|
23|2026100104|xf05|2026-07-09 16:36:06|0|
